X1,provinceID,cityID,districtID,validVote,invalidVote,totalVotes,voters,population,name,year,DPP_votes,DPP_elected,KMT_votes,KMT_elected,highest_vote,second_highest_vote,validVote_last,DPP_votes_last,DPP_elected_last,KMT_votes_last,KMT_elected_last,highest_vote_last,second_highest_vote_last,DPP_share,KMT_share,first_share,second_share,DPP_share_last,KMT_share_last,first_share_last,second_share_last,margin_2_DPP_pos,margin_2_KMT_pos,margin_all_DPP_pos,margin_all_KMT_pos,margin_2_DPP_pos_last,margin_2_KMT_pos_last,margin_all_DPP_pos_last,margin_all_KMT_pos_last
0,63,0,1,206924,3497,210421,275438,337659,臺北市第01選區,2020,107850,TRUE,83566,FALSE,107850,83566,188807,95951,TRUE,82649,FALSE,95951,82649,0.521205853356788,0.4038487560650287,0.521205853356788,0.4038487560650287,0.5081962003527412,0.4377433040088556,0.5081962003527412,0.4377433040088556,0.11735709729175936,-0.11735709729175936,0.11735709729175936,-0.11735709729175936,0.07045289634388557,-0.07045289634388557,0.07045289634388557,-0.07045289634388557
1,63,0,2,196683,5452,202135,265434,321161,臺北市第02選區,2020,123652,TRUE,68667,FALSE,123652,68667,181084,107366,TRUE,0,FALSE,107366,65967,0.6286867700818067,0.34912524214090696,0.6286867700818067,0.34912524214090696,0.59290715910848,0,0.59290715910848,0.3642895010050584,0.2795615279408998,-0.2795615279408998,0.2795615279408998,-0.2795615279408998,0.59290715910848,-0.59290715910848,0.2286176581034216,-0.59290715910848
2,63,0,3,219262,1681,220943,288875,350793,臺北市第03選區,2020,99539,FALSE,112784,TRUE,112784,99539,192089,0,FALSE,89673,TRUE,89673,73797,0.45397287263638936,0.5143800567357772,0.5143800567357772,0.45397287263638936,0,0.4668304796214255,0.4668304796214255,0.3841812909640844,-0.06040718409938789,0.06040718409938789,-0.06040718409938789,0.06040718409938789,-0.4668304796214255,0.4668304796214255,-0.4668304796214255,0.08264918865734111
3,63,0,4,249658,2701,252359,324765,402232,臺北市第04選區,2020,125138,TRUE,118432,FALSE,125138,118432,214700,0,FALSE,89612,TRUE,89612,85600,0.5012376931642487,0.4743769476644049,0.5012376931642487,0.4743769476644049,0,0.41738239403819283,0.41738239403819283,0.39869585468095015,0.026860745499843797,-0.026860745499843797,0.026860745499843797,-0.026860745499843797,-0.41738239403819283,0.41738239403819283,-0.41738239403819283,0.018686539357242682
4,63,0,5,182245,2878,185123,244748,300180,臺北市第05選區,2020,0,FALSE,76437,FALSE,81853,76437,166895,0,FALSE,76079,FALSE,82650,76079,0,0.4194189140991522,0.44913715053910946,0.4194189140991522,0,0.45584948620390064,0.4952215464813206,0.45584948620390064,-0.4194189140991522,0.4194189140991522,-0.44913715053910946,-0.029718236439957246,-0.45584948620390064,0.45584948620390064,-0.4952215464813206,-0.03937206027741996
5,63,0,6,178931,3543,182474,243908,306446,臺北市第06選區,2020,75718,FALSE,93785,TRUE,93785,75718,160560,0,FALSE,74015,TRUE,74015,56766,0.42316870749059693,0.5241405905069552,0.5241405905069552,0.42316870749059693,0,0.46098031888390634,0.46098031888390634,0.35355007473841554,-0.10097188301635823,0.10097188301635823,-0.10097188301635823,0.10097188301635823,-0.46098031888390634,0.46098031888390634,-0.46098031888390634,0.1074302441454908
6,63,0,7,183843,2219,186062,244536,297466,臺北市第07選區,2020,79057,FALSE,85082,TRUE,85082,79057,165280,0,FALSE,74455,TRUE,74455,69882,0.43002453180159156,0.4627970605353481,0.4627970605353481,0.43002453180159156,0,0.45047797676669893,0.45047797676669893,0.42280977734753145,-0.03277252873375652,0.03277252873375652,-0.03277252873375652,0.03277252873375652,-0.45047797676669893,0.45047797676669893,-0.45047797676669893,0.027668199419167483
7,63,0,8,192834,2920,195754,254363,312392,臺北市第08選區,2020,67470,FALSE,96377,TRUE,96377,67470,168893,0,FALSE,83931,TRUE,83931,60459,0.3498864308161424,0.49979256770071667,0.49979256770071667,0.3498864308161424,0,0.49694777166608445,0.49694777166608445,0.3579722072554813,-0.14990613688457427,0.14990613688457427,-0.14990613688457427,0.14990613688457427,-0.49694777166608445,0.49694777166608445,-0.49694777166608445,0.13897556441060316
8,65,0,1,257308,4278,261586,355104,439454,新北市第01選區,2020,110162,FALSE,119401,TRUE,119401,110162,206924,110243,TRUE,84582,FALSE,110243,84582,0.4281328213658339,0.4640392059321902,0.4640392059321902,0.4281328213658339,0.5327704857822195,0.40875877133633604,0.5327704857822195,0.40875877133633604,-0.03590638456635631,0.03590638456635631,-0.03590638456635631,0.03590638456635631,0.12401171444588349,-0.12401171444588349,0.12401171444588349,-0.12401171444588349
9,65,0,2,212592,3897,216489,288592,355150,新北市第02選區,2020,132591,TRUE,77625,FALSE,132591,77625,179356,123299,TRUE,56057,FALSE,123299,56057,0.6236876270038383,0.36513603522239785,0.6236876270038383,0.36513603522239785,0.6874540020963893,0.3125459979036107,0.6874540020963893,0.3125459979036107,0.25855159178144044,-0.25855159178144044,0.25855159178144044,-0.25855159178144044,0.3749080041927786,-0.3749080041927786,0.3749080041927786,-0.3749080041927786
10,65,0,3,196702,3400,200102,262709,314369,新北市第03選區,2020,90022,TRUE,0,FALSE,90022,63832,177028,96557,TRUE,62723,FALSE,96557,62723,0.4576567599719372,0,0.4576567599719372,0.32451118951510405,0.5454334907472265,0.35431118241182186,0.5454334907472265,0.35431118241182186,0.4576567599719372,-0.4576567599719372,0.13314557045683317,-0.4576567599719372,0.1911223083354046,-0.1911223083354046,0.1911223083354046,-0.1911223083354046
11,65,0,4,216675,5259,221934,293428,363644,新北市第04選區,2020,119461,TRUE,80455,FALSE,119461,80455,185313,116723,TRUE,54487,FALSE,116723,54487,0.5513372562593747,0.37131648782739124,0.5513372562593747,0.37131648782739124,0.6298694640958811,0.2940268626593925,0.6298694640958811,0.2940268626593925,0.18002076843198345,-0.18002076843198345,0.18002076843198345,-0.18002076843198345,0.3358426014364886,-0.3358426014364886,0.3358426014364886,-0.3358426014364886
12,65,0,5,186286,2787,189073,251452,312761,新北市第05選區,2020,106368,TRUE,77919,FALSE,106368,77919,164381,92237,TRUE,67014,FALSE,92237,67014,0.5709929892745563,0.41827619896288504,0.5709929892745563,0.41827619896288504,0.5611171607424216,0.4076748529331249,0.5611171607424216,0.4076748529331249,0.1527167903116713,-0.1527167903116713,0.1527167903116713,-0.1527167903116713,0.15344230780929669,-0.15344230780929669,0.15344230780929669,-0.15344230780929669
13,65,0,6,162346,2885,165231,216250,262823,新北市第06選區,2020,88236,TRUE,69178,FALSE,88236,69178,146775,77223,TRUE,58050,FALSE,77223,58050,0.5435058455397731,0.42611459475441343,0.5435058455397731,0.42611459475441343,0.5261318344404701,0.3955033214103219,0.5261318344404701,0.3955033214103219,0.11739125078535967,-0.11739125078535967,0.11739125078535967,-0.11739125078535967,0.13062851303014816,-0.13062851303014816,0.13062851303014816,-0.13062851303014816
14,65,0,7,176295,2455,178750,233095,289365,新北市第07選區,2020,82764,TRUE,70659,FALSE,82764,70659,153966,82544,TRUE,61345,FALSE,82544,61345,0.4694631158002212,0.40079979579681785,0.4694631158002212,0.40079979579681785,0.536118363794604,0.398432121377447,0.536118363794604,0.398432121377447,0.06866332000340336,-0.06866332000340336,0.06866332000340336,-0.06866332000340336,0.137686242417157,-0.137686242417157,0.137686242417157,-0.137686242417157
15,65,0,8,214055,4328,218383,285606,340678,新北市第08選區,2020,101068,TRUE,95471,FALSE,101068,95471,187345,100543,TRUE,75738,FALSE,100543,75738,0.47215902454976527,0.4460115390904207,0.47215902454976527,0.4460115390904207,0.5366729829992795,0.4042701966959353,0.5366729829992795,0.4042701966959353,0.026147485459344588,-0.026147485459344588,0.026147485459344588,-0.026147485459344588,0.13240278630334418,-0.13240278630334418,0.13240278630334418,-0.13240278630334418
16,65,0,9,180998,4203,185201,241303,288725,新北市第09選區,2020,68206,FALSE,102108,TRUE,102108,68206,157822,0,FALSE,82761,TRUE,82761,46660,0.3768328931811401,0.5641388302633178,0.5641388302633178,0.3768328931811401,0,0.5243945710990863,0.5243945710990863,0.29564952921645904,-0.1873059370821777,0.1873059370821777,-0.1873059370821777,0.1873059370821777,-0.5243945710990863,0.5243945710990863,-0.5243945710990863,0.22874504188262723
17,65,0,10,206970,2911,209881,282441,346775,新北市第10選區,2020,92665,TRUE,73686,FALSE,92665,73686,175810,102854,TRUE,67619,FALSE,102854,67619,0.44772189206165147,0.35602261197274965,0.44772189206165147,0.35602261197274965,0.5850292929867471,0.3846140720095558,0.5850292929867471,0.3846140720095558,0.09169928008890182,-0.09169928008890182,0.09169928008890182,-0.09169928008890182,0.20041522097719133,-0.20041522097719133,0.20041522097719133,-0.20041522097719133
18,65,0,11,213668,5158,218826,291485,341103,新北市第11選區,2020,73755,FALSE,124714,TRUE,124714,73755,184226,67777,FALSE,93962,TRUE,93962,67777,0.3451850534474044,0.5836812250781587,0.5836812250781587,0.3451850534474044,0.3679013819981979,0.5100365854982467,0.5100365854982467,0.3679013819981979,-0.23849617163075426,0.23849617163075426,-0.23849617163075426,0.23849617163075426,-0.14213520350004882,0.14213520350004882,-0.14213520350004882,0.14213520350004882
19,65,0,12,186032,2584,188616,259761,305117,新北市第12選區,2020,84393,TRUE,81613,FALSE,84393,81613,156266,0,FALSE,68318,FALSE,80508,68318,0.45364775952524294,0.4387040939193257,0.45364775952524294,0.4387040939193257,0,0.43719043169979394,0.5151984436793672,0.43719043169979394,0.014943665605917256,-0.014943665605917256,0.014943665605917256,-0.014943665605917256,-0.43719043169979394,0.43719043169979394,-0.5151984436793672,-0.07800801197957324
20,68,0,1,227105,3528,230633,311150,397712,桃園市第01選區,2020,104735,TRUE,97787,FALSE,104735,97787,181899,85955,TRUE,80142,FALSE,85955,80142,0.46117434666784085,0.43058056845952314,0.46117434666784085,0.43058056845952314,0.47254245487880636,0.44058515989642605,0.47254245487880636,0.44058515989642605,0.030593778208317712,-0.030593778208317712,0.030593778208317712,-0.030593778208317712,0.03195729498238031,-0.03195729498238031,0.03195729498238031,-0.03195729498238031
21,68,0,2,216810,3407,220217,296132,371904,桃園市第02選區,2020,111963,TRUE,99281,FALSE,111963,99281,178988,89792,TRUE,76473,FALSE,89792,76473,0.5164106821641068,0.4579170702458374,0.5164106821641068,0.4579170702458374,0.5016649160837598,0.42725210628645494,0.5016649160837598,0.42725210628645494,0.058493611918269406,-0.058493611918269406,0.058493611918269406,-0.058493611918269406,0.07441280979730491,-0.07441280979730491,0.07441280979730491,-0.07441280979730491
22,68,0,3,211681,2765,214446,283912,359510,桃園市第03選區,2020,90148,FALSE,100463,TRUE,100463,90148,173345,77120,FALSE,77505,TRUE,77505,77120,0.42586722473911215,0.4745962084457273,0.4745962084457273,0.42586722473911215,0.44489313219302545,0.4471141365485015,0.4471141365485015,0.44489313219302545,-0.04872898370661516,0.04872898370661516,-0.04872898370661516,0.04872898370661516,-0.002221004355476064,0.002221004355476064,-0.002221004355476064,0.002221004355476064
23,68,0,4,209271,4088,213359,284490,363274,桃園市第04選區,2020,97316,FALSE,102763,TRUE,102763,97316,172666,86413,TRUE,86253,FALSE,86413,86253,0.46502382078740007,0.4910522719344773,0.4910522719344773,0.46502382078740007,0.5004633222522095,0.49953667774779054,0.5004633222522095,0.49953667774779054,-0.026028451147077247,0.026028451147077247,-0.026028451147077247,0.026028451147077247,9.266445044189275e-4,-9.266445044189275e-4,9.266445044189275e-4,-9.266445044189275e-4
24,68,0,5,201665,3003,204668,271396,340977,桃園市第05選區,2020,89629,FALSE,94218,TRUE,94218,89629,166358,70202,FALSE,72965,TRUE,72965,70202,0.4444449954131852,0.4672005553764907,0.4672005553764907,0.4444449954131852,0.42199353202130346,0.43860229144375384,0.43860229144375384,0.42199353202130346,-0.02275555996330547,0.02275555996330547,-0.02275555996330547,0.02275555996330547,-0.01660875942245038,0.01660875942245038,-0.01660875942245038,0.01660875942245038
25,68,0,6,197648,4097,201745,270879,337766,桃園市第06選區,2020,0,FALSE,82152,FALSE,115496,82152,163934,0,FALSE,75510,FALSE,76278,75510,0,0.4156480207237108,0.5843519792762891,0.4156480207237108,0,0.46061219759171373,0.46529700977222543,0.46061219759171373,-0.4156480207237108,0.4156480207237108,-0.5843519792762891,-0.1687039585525783,-0.46061219759171373,0.46061219759171373,-0.46529700977222543,-0.004684812180511699
26,66,0,1,159512,3632,163144,218024,272441,臺中市第01選區,2020,106376,TRUE,47050,FALSE,106376,47050,140267,84355,TRUE,53293,FALSE,84355,53293,0.6668839961883746,0.29496213451025627,0.6668839961883746,0.29496213451025627,0.6013887799696294,0.3799396864551177,0.6013887799696294,0.3799396864551177,0.3719218616781183,-0.3719218616781183,0.3719218616781183,-0.3719218616781183,0.22144909351451164,-0.22144909351451164,0.22144909351451164,-0.22144909351451164
27,66,0,2,220605,4127,224732,291122,365586,臺中市第02選區,2020,0,FALSE,107766,FALSE,112839,107766,200399,87596,FALSE,93495,TRUE,93495,87596,0,0.488502073842388,0.511497926157612,0.488502073842388,0.4371079696006467,0.46654424423275564,0.46654424423275564,0.4371079696006467,-0.488502073842388,0.488502073842388,-0.511497926157612,-0.022995852315224052,-0.02943627463210896,0.02943627463210896,-0.02943627463210896,0.02943627463210896
28,66,0,3,196996,2159,199155,255442,319795,臺中市第03選區,2020,0,FALSE,91182,TRUE,91182,90213,173476,0,FALSE,78334,FALSE,93451,78334,0,0.4628621900952304,0.4628621900952304,0.45794330849357345,0,0.4515552583642694,0.5386969955498166,0.4515552583642694,-0.4628621900952304,0.4628621900952304,-0.4628621900952304,0.0049188816016569326,-0.4515552583642694,0.4515552583642694,-0.5386969955498166,-0.08714173718554724
29,66,0,4,235542,3404,238946,310726,400354,臺中市第04選區,2020,119886,TRUE,96460,FALSE,119886,96460,190716,100649,TRUE,70124,FALSE,100649,70124,0.5089792903176503,0.4095235669222474,0.5089792903176503,0.4095235669222474,0.5277428217873698,0.36768808070639064,0.5277428217873698,0.36768808070639064,0.09945572339540293,-0.09945572339540293,0.09945572339540293,-0.09945572339540293,0.1600547410809791,-0.1600547410809791,0.1600547410809791,-0.1600547410809791
30,66,0,5,257065,3933,260998,343364,426477,臺中市第05選區,2020,114738,TRUE,109466,FALSE,114738,109466,210501,0,FALSE,108446,TRUE,108446,84117,0.44633847470484117,0.4258300429852372,0.44633847470484117,0.4258300429852372,0,0.5151804504491665,0.5151804504491665,0.3996038023572335,0.02050843171960398,-0.02050843171960398,0.02050843171960398,-0.02050843171960398,-0.5151804504491665,0.5151804504491665,-0.5151804504491665,0.11557664809193302
31,66,0,6,202324,3491,205815,268406,333634,臺中市第06選區,2020,113128,TRUE,80478,FALSE,113128,80478,171732,95725,TRUE,69611,FALSE,95725,69611,0.559142761115834,0.39776793657697557,0.559142761115834,0.39776793657697557,0.5574092190156756,0.4053467030023525,0.5574092190156756,0.4053467030023525,0.16137482453885849,-0.16137482453885849,0.16137482453885849,-0.16137482453885849,0.15206251601332316,-0.15206251601332316,0.15206251601332316,-0.15206251601332316
32,66,0,7,236237,4268,240505,319162,400978,臺中市第07選區,2020,149538,TRUE,80000,FALSE,149538,80000,188823,119098,TRUE,66181,FALSE,119098,66181,0.6329999111062196,0.3386429729466595,0.6329999111062196,0.3386429729466595,0.6307388400777447,0.3504922599471463,0.6307388400777447,0.3504922599471463,0.29435693815956004,-0.29435693815956004,0.29435693815956004,-0.29435693815956004,0.28024658013059844,-0.28024658013059844,0.28024658013059844,-0.28024658013059844
33,66,0,8,160499,2560,163059,211362,259694,臺中市第08選區,2020,62471,FALSE,94750,TRUE,94750,62471,145163,70549,FALSE,72024,TRUE,72024,70549,0.38922983943825196,0.5903463572981763,0.5903463572981763,0.38922983943825196,0.4859984982399096,0.4961594896771216,0.4961594896771216,0.4859984982399096,-0.20111651785992435,0.20111651785992435,-0.20111651785992435,0.20111651785992435,-0.010160991437211997,0.010160991437211997,-0.010160991437211997,0.010160991437211997
34,67,0,1,178550,3765,182315,250801,295001,臺南市第01選區,2020,99344,TRUE,68568,FALSE,99344,68568,165458,117842,TRUE,36684,FALSE,117842,36684,0.5563931671800616,0.3840268832259871,0.5563931671800616,0.3840268832259871,0.7122169976670817,0.22171185436787583,0.7122169976670817,0.22171185436787583,0.1723662839540745,-0.1723662839540745,0.1723662839540745,-0.1723662839540745,0.49050514329920586,-0.49050514329920586,0.49050514329920586,-0.49050514329920586
35,67,0,2,187757,3693,191450,254746,303550,臺南市第02選區,2020,120097,TRUE,66270,FALSE,120097,66270,191467,146414,TRUE,35742,FALSE,146414,35742,0.6396405992852463,0.3529562146817429,0.6396405992852463,0.3529562146817429,0.7646957439140949,0.1866744660959852,0.7646957439140949,0.1866744660959852,0.28668438460350343,-0.28668438460350343,0.28668438460350343,-0.28668438460350343,0.5780212778181097,-0.5780212778181097,0.5780212778181097,-0.5780212778181097
36,67,0,3,196086,4549,200635,263159,324497,臺南市第03選區,2020,136815,TRUE,52886,FALSE,136815,52886,208750,149002,TRUE,53705,FALSE,149002,53705,0.6977295676386891,0.2697081892638944,0.6977295676386891,0.2697081892638944,0.7137820359281437,0.2572694610778443,0.7137820359281437,0.2572694610778443,0.4280213783747947,-0.4280213783747947,0.4280213783747947,-0.4280213783747947,0.4565125748502994,-0.4565125748502994,0.4565125748502994,-0.4565125748502994
37,67,0,4,191262,3217,194479,254823,313893,臺南市第04選區,2020,113046,TRUE,71052,FALSE,113046,71052,199166,117302,TRUE,64652,FALSE,117302,64652,0.5910531103930734,0.3714904162876055,0.5910531103930734,0.3714904162876055,0.5889659881706717,0.324613638874105,0.5889659881706717,0.324613638874105,0.21956269410546791,-0.21956269410546791,0.21956269410546791,-0.21956269410546791,0.2643523492965667,-0.2643523492965667,0.2643523492965667,-0.2643523492965667
38,67,0,5,199519,3021,202540,265703,320014,臺南市第05選區,2020,110547,TRUE,67364,FALSE,110547,67364,213131,153553,TRUE,51742,FALSE,153553,51742,0.5540675324154591,0.33763200497195756,0.5540675324154591,0.33763200497195756,0.7204630016281066,0.2427708780046075,0.7204630016281066,0.2427708780046075,0.21643552744350159,-0.21643552744350159,0.21643552744350159,-0.21643552744350159,0.4776921236234991,-0.4776921236234991,0.4776921236234991,-0.4776921236234991
39,67,0,6,197406,3378,200784,256866,316027,臺南市第06選區,2020,116174,TRUE,72137,FALSE,116174,72137,NA,0,FALSE,0,FALSE,NA,NA,0.5885028823845273,0.36542455649777617,0.5885028823845273,0.36542455649777617,NA,NA,NA,NA,0.22307832588675114,-0.22307832588675114,0.22307832588675114,-0.22307832588675114,NA,NA,NA,NA
40,64,0,1,163742,2989,166731,222799,259574,高雄市第01選區,2020,91561,TRUE,55373,FALSE,91561,55373,148136,87432,TRUE,58689,FALSE,87432,58689,0.5591784636806684,0.3381722465830392,0.5591784636806684,0.3381722465830392,0.5902143975806016,0.39618323702543606,0.5902143975806016,0.39618323702543606,0.2210062170976292,-0.2210062170976292,0.2210062170976292,-0.2210062170976292,0.1940311605551655,-0.1940311605551655,0.1940311605551655,-0.1940311605551655
41,64,0,2,200207,3848,204055,260269,313739,高雄市第02選區,2020,126469,TRUE,70867,FALSE,126469,70867,175247,110819,TRUE,61186,FALSE,110819,61186,0.6316911996084053,0.353968642455059,0.6316911996084053,0.353968642455059,0.6323588991537659,0.3491414974293426,0.6323588991537659,0.3491414974293426,0.27772255715334626,-0.27772255715334626,0.27772255715334626,-0.27772255715334626,0.2832174017244233,-0.2832174017244233,0.2832174017244233,-0.2832174017244233
42,64,0,3,233829,2958,236787,304481,380660,高雄市第03選區,2020,102300,TRUE,87665,FALSE,102300,87665,191111,102255,TRUE,73792,FALSE,102255,73792,0.43749919813196825,0.37491072535912995,0.43749919813196825,0.37491072535912995,0.535055543636944,0.3861211547216016,0.535055543636944,0.3861211547216016,0.0625884727728383,-0.0625884727728383,0.0625884727728383,-0.0625884727728383,0.14893438891534239,-0.14893438891534239,0.14893438891534239,-0.14893438891534239
43,64,0,4,196918,4719,201637,261093,312361,高雄市第04選區,2020,118219,TRUE,56774,FALSE,118219,56774,162473,122722,TRUE,37711,FALSE,122722,37711,0.6003463370540022,0.288312901817,0.6003463370540022,0.288312901817,0.7553378099745804,0.23210625765511808,0.7553378099745804,0.23210625765511808,0.3120334352370022,-0.3120334352370022,0.3120334352370022,-0.3120334352370022,0.5232315523194624,-0.5232315523194624,0.5232315523194624,-0.5232315523194624
44,64,0,5,235795,2422,238217,303844,365858,高雄市第05選區,2020,123239,TRUE,92220,FALSE,123239,92220,148903,88506,TRUE,57472,FALSE,88506,57472,0.5226531521024619,0.3911024406794037,0.5226531521024619,0.3911024406794037,0.5943869498935549,0.3859693894683116,0.5943869498935549,0.3859693894683116,0.1315507114230582,-0.1315507114230582,0.1315507114230582,-0.1315507114230582,0.2084175604252433,-0.2084175604252433,0.2084175604252433,-0.2084175604252433
45,64,0,6,241908,3631,245539,317268,381412,高雄市第06選區,2020,128072,TRUE,92337,FALSE,128072,92337,142504,83986,TRUE,56689,FALSE,83986,56689,0.5294244092795608,0.38170296145642146,0.5294244092795608,0.38170296145642146,0.5893588951889069,0.3978063773648459,0.5893588951889069,0.3978063773648459,0.14772144782313934,-0.14772144782313934,0.14772144782313934,-0.14772144782313934,0.19155251782406102,-0.19155251782406102,0.19155251782406102,-0.19155251782406102
46,64,0,7,225034,2771,227805,290775,356624,高雄市第07選區,2020,114998,TRUE,86127,FALSE,114998,86127,160696,97228,TRUE,54769,FALSE,97228,54769,0.511025000666566,0.38272883208759567,0.511025000666566,0.38272883208759567,0.6050430626773535,0.3408236670483397,0.6050430626773535,0.3408236670483397,0.1282961685789703,-0.1282961685789703,0.1282961685789703,-0.1282961685789703,0.2642193956290138,-0.2642193956290138,0.2642193956290138,-0.2642193956290138
47,64,0,8,233953,3135,237088,305923,367673,高雄市第08選區,2020,135052,TRUE,83148,FALSE,135052,83148,186488,110276,TRUE,58967,FALSE,110276,58967,0.5772612447799345,0.35540471804165796,0.5772612447799345,0.35540471804165796,0.5913302732615503,0.3161972888335979,0.5913302732615503,0.3161972888335979,0.2218565267382765,-0.2218565267382765,0.2218565267382765,-0.2218565267382765,0.2751329844279524,-0.2751329844279524,0.2751329844279524,-0.2751329844279524
48,10,2,1,262850,5348,268198,362603,436820,宜蘭縣第01選區,2020,121526,TRUE,89380,FALSE,121526,89380,224281,120393,TRUE,63367,FALSE,120393,63367,0.46233973749286666,0.34004184896328704,0.46233973749286666,0.34004184896328704,0.5367953593929045,0.28253396408969106,0.5367953593929045,0.28253396408969106,0.12229788852957962,-0.12229788852957962,0.12229788852957962,-0.12229788852957962,0.2542613953032134,-0.2542613953032134,0.2542613953032134,-0.2542613953032134
49,10,4,1,148545,3986,152531,205119,252969,新竹縣第01選區,2020,54862,FALSE,74087,TRUE,74087,54862,254427,0,FALSE,93495,TRUE,93495,85170,0.369329159513952,0.4987512201689724,0.4987512201689724,0.369329159513952,0,0.36747279180275677,0.36747279180275677,0.3347522079024632,-0.12942206065502038,0.12942206065502038,-0.12942206065502038,0.12942206065502038,-0.36747279180275677,0.36747279180275677,-0.36747279180275677,0.03272058390029359
50,10,4,2,161954,2730,164684,215236,288588,新竹縣第02選區,2020,56075,FALSE,58575,TRUE,58575,56075,NA,0,FALSE,0,FALSE,NA,NA,0.34624029045284466,0.3616767724168591,0.3616767724168591,0.34624029045284466,NA,NA,NA,NA,-0.015436481964014426,0.015436481964014426,-0.015436481964014426,0.015436481964014426,NA,NA,NA,NA
51,10,5,1,149070,2864,151934,206005,251625,苗栗縣第01選區,2020,56622,FALSE,73154,TRUE,73154,56622,133394,47837,FALSE,56373,TRUE,56373,47837,0.37983497685651035,0.49073589588783795,0.49073589588783795,0.37983497685651035,0.35861433047963176,0.42260521462734457,0.42260521462734457,0.35861433047963176,-0.1109009190313276,0.1109009190313276,-0.1109009190313276,0.1109009190313276,-0.06399088414771281,0.06399088414771281,-0.06399088414771281,0.06399088414771281
52,10,5,2,168394,3348,171742,231819,282613,苗栗縣第02選區,2020,50629,FALSE,91144,TRUE,91144,50629,146761,65465,FALSE,73234,TRUE,73234,65465,0.30065798068814803,0.5412544389942634,0.5412544389942634,0.30065798068814803,0.44606537159054516,0.49900177840161897,0.49900177840161897,0.44606537159054516,-0.24059645830611537,0.24059645830611537,-0.24059645830611537,0.24059645830611537,-0.05293640681107381,0.05293640681107381,-0.05293640681107381,0.05293640681107381
53,10,7,1,184881,4303,189184,253540,315726,彰化縣第01選區,2020,96191,TRUE,88690,FALSE,96191,88690,164376,72003,FALSE,92373,TRUE,92373,72003,0.5202860218194406,0.4797139781805594,0.5202860218194406,0.4797139781805594,0.43803839976638925,0.5619616002336107,0.5619616002336107,0.43803839976638925,0.04057204363888123,-0.04057204363888123,0.04057204363888123,-0.04057204363888123,-0.1239232004672215,0.1239232004672215,-0.1239232004672215,0.1239232004672215
54,10,7,2,184024,2653,186677,241162,299131,彰化縣第02選區,2020,83013,TRUE,78177,FALSE,83013,78177,162471,73227,TRUE,65020,FALSE,73227,65020,0.45109876972568796,0.4248195887492936,0.45109876972568796,0.4248195887492936,0.450708126373322,0.4001944962485613,0.450708126373322,0.4001944962485613,0.026279180976394367,-0.026279180976394367,0.026279180976394367,-0.026279180976394367,0.05051363012476073,-0.05051363012476073,0.05051363012476073,-0.05051363012476073
55,10,7,3,190410,4525,194935,270719,328553,彰化縣第03選區,2020,83380,FALSE,97396,TRUE,97396,83380,169585,75609,TRUE,69448,FALSE,75609,69448,0.43789716926632005,0.5115067485951368,0.5115067485951368,0.43789716926632005,0.4458472152607837,0.4095173511808238,0.4458472152607837,0.4095173511808238,-0.07360957932881673,0.07360957932881673,-0.07360957932881673,0.07360957932881673,0.03632986407995992,-0.03632986407995992,0.03632986407995992,-0.03632986407995992
56,10,7,4,194183,4451,198634,263751,323451,彰化縣第04選區,2020,103740,TRUE,78603,FALSE,103740,78603,166885,95518,TRUE,71367,FALSE,95518,71367,0.5342383215832488,0.404788266738077,0.5342383215832488,0.404788266738077,0.5723582107439255,0.42764178925607454,0.5723582107439255,0.42764178925607454,0.1294500548451718,-0.1294500548451718,0.1294500548451718,-0.1294500548451718,0.1447164214878509,-0.1447164214878509,0.1447164214878509,-0.1447164214878509
57,10,8,1,137171,1870,139041,188443,223997,南投縣第01選區,2020,63691,FALSE,73480,TRUE,73480,63691,116121,52521,FALSE,63600,TRUE,63600,52521,0.46431825969045937,0.5356817403095406,0.5356817403095406,0.46431825969045937,0.45229545043532177,0.5477045495646782,0.5477045495646782,0.45229545043532177,-0.07136348061908127,0.07136348061908127,-0.07136348061908127,0.07136348061908127,-0.09540909912935641,0.09540909912935641,-0.09540909912935641,0.09540909912935641
58,10,8,2,146032,2698,148730,202828,241118,南投縣第02選區,2020,59322,FALSE,80067,TRUE,80067,59322,129722,56237,FALSE,73485,TRUE,73485,56237,0.406226032650378,0.5482839377670647,0.5482839377670647,0.406226032650378,0.4335193721959267,0.5664806278040734,0.5664806278040734,0.4335193721959267,-0.14205790511668676,0.14205790511668676,-0.14205790511668676,0.14205790511668676,-0.1329612556081467,0.1329612556081467,-0.1329612556081467,0.1329612556081467
59,10,9,1,187294,4518,191812,278458,334864,雲林縣第01選區,2020,94786,TRUE,86862,FALSE,94786,86862,162634,87378,TRUE,69614,FALSE,87378,69614,0.5060813480410478,0.4637735325210631,0.5060813480410478,0.4637735325210631,0.537267729994958,0.42804087706137706,0.537267729994958,0.42804087706137706,0.04230781551998464,-0.04230781551998464,0.04230781551998464,-0.04230781551998464,0.10922685293358092,-0.10922685293358092,0.10922685293358092,-0.10922685293358092
