X1,provinceID,cityID,districtID,validVote,invalidVote,totalVotes,voters,population,name,year,DPP_votes,DPP_elected,KMT_votes,KMT_elected,highest_vote,second_highest_vote,validVote_last,DPP_votes_last,DPP_elected_last,KMT_votes_last,KMT_elected_last,highest_vote_last,second_highest_vote_last,DPP_share,KMT_share,first_share,second_share,DPP_share_last,KMT_share_last,first_share_last,second_share_last,margin_2_DPP_pos,margin_2_KMT_pos,margin_all_DPP_pos,margin_all_KMT_pos,margin_2_DPP_pos_last,margin_2_KMT_pos_last,margin_all_DPP_pos_last,margin_all_KMT_pos_last
65,6,9,3,140563,2402,142965,202466,256898,屏東縣第03選區,2012,93685,TRUE,45314,FALSE,93685,45314,116744,59896,TRUE,50195,FALSE,59896,50195,0.666498296137675,0.32237502045346217,0.666498296137675,0.32237502045346217,0.5130542040704448,0.4299578565065442,0.5130542040704448,0.4299578565065442,0.3441232756842128,-0.3441232756842128,0.3441232756842128,-0.3441232756842128,0.08309634756390055,-0.08309634756390055,0.08309634756390055,-0.08309634756390055
66,6,10,1,76170,1391,77561,118916,148509,臺東縣第01選區,2012,31685,TRUE,22553,FALSE,31685,22553,56952,0,FALSE,34794,TRUE,34794,21080,0.4159774189313378,0.2960876985689904,0.4159774189313378,0.2960876985689904,0,0.6109355246523388,0.6109355246523388,0.3701362550920073,0.11988972036234735,-0.11988972036234735,0.11988972036234735,-0.11988972036234735,-0.6109355246523388,0.6109355246523388,-0.6109355246523388,0.24079926956033149
67,6,11,1,128731,3012,131743,197341,245918,花蓮縣第01選區,2012,33326,FALSE,57557,TRUE,57557,35884,94201,27207,FALSE,62548,TRUE,62548,27207,0.25888092223318393,0.44711064157040653,0.44711064157040653,0.2787518158019436,0.2888185900361992,0.6639844587637074,0.6639844587637074,0.2888185900361992,-0.1882297193372226,0.1882297193372226,-0.1882297193372226,0.16835882576846295,-0.3751658687275082,0.3751658687275082,-0.3751658687275082,0.3751658687275082
68,6,12,1,44579,1003,45582,76972,96834,澎湖縣第01選區,2012,23823,TRUE,0,FALSE,23823,20756,38613,15356,FALSE,0,FALSE,19584,15356,0.5343996051952713,0,0.5343996051952713,0.4656003948047287,0.3976898971848859,0,0.5071866987802035,0.3976898971848859,0.5343996051952713,-0.5343996051952713,0.0687992103905426,-0.5343996051952713,0.3976898971848859,-0.3976898971848859,-0.1094968015953176,-0.5071866987802035
69,6,13,1,210321,3020,213341,294776,371209,基隆市第01選區,2012,84487,FALSE,110196,TRUE,110196,84487,145930,41709,FALSE,98926,TRUE,98926,41709,0.4017050128137466,0.5239419744105439,0.5239419744105439,0.4017050128137466,0.2858151168368396,0.6779003631878298,0.6779003631878298,0.2858151168368396,-0.12223696159679731,0.12223696159679731,-0.12223696159679731,0.12223696159679731,-0.3920852463509902,0.3920852463509902,-0.3920852463509902,0.3920852463509902
70,6,14,1,228717,4822,233539,307851,416882,新竹市第01選區,2012,95715,FALSE,121848,TRUE,121848,95715,163517,62334,FALSE,99124,TRUE,99124,62334,0.41848660134576793,0.5327457075774866,0.5327457075774866,0.41848660134576793,0.38120807010891833,0.6061999669759107,0.6061999669759107,0.38120807010891833,-0.1142591062317187,0.1142591062317187,-0.1142591062317187,0.1142591062317187,-0.2249918968669924,0.2249918968669924,-0.2249918968669924,0.2249918968669924
71,6,15,1,148171,2040,150211,203946,270632,嘉義市第01選區,2012,72343,TRUE,71906,FALSE,72343,71906,113003,45293,FALSE,52774,TRUE,52774,45293,0.48823993898941087,0.4852906439181756,0.48823993898941087,0.4852906439181756,0.4008123678132439,0.4670141500668124,0.4670141500668124,0.4008123678132439,0.0029492950712352584,-0.0029492950712352584,0.0029492950712352584,-0.0029492950712352584,-0.06620178225356849,0.06620178225356849,-0.06620178225356849,0.06620178225356849
72,7,1,1,37729,1027,38756,81783,103335,金門縣第01選區,2012,0,FALSE,12435,TRUE,12435,12128,26564,431,FALSE,9838,FALSE,9912,9838,0,0.32958732009859787,0.32958732009859787,0.32145034323729754,0.016224966119560306,0.37035085077548563,0.373136575816895,0.37035085077548563,-0.32958732009859787,0.32958732009859787,-0.32958732009859787,0.008136976861300327,-0.3541258846559253,0.3541258846559253,-0.3569116096973347,-0.0027857250414093926
73,7,2,1,5057,99,5156,7772,9977,連江縣第01選區,2012,0,FALSE,2361,FALSE,2528,2361,4388,142,FALSE,2182,TRUE,2182,2064,0,0.4668775954122998,0.49990112715048446,0.4668775954122998,0.03236098450319052,0.4972652689152233,0.4972652689152233,0.47037374658158615,-0.4668775954122998,0.4668775954122998,-0.49990112715048446,-0.033023531738184675,-0.4649042844120328,0.4649042844120328,-0.4649042844120328,0.026891522333637174
74,1,0,0,1571749,23306,1595055,2073272,2636628,臺北市,2012,0,FALSE,0,FALSE,NA,0,1237345,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
75,2,0,0,2258720,40933,2299653,3019905,3865963,新北市,2012,0,FALSE,0,FALSE,NA,0,NA,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
76,3,0,0,1486124,25172,1511296,1989386,2635577,臺中市,2012,0,FALSE,0,FALSE,NA,0,444879,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
77,4,0,0,1077402,18064,1095466,1474809,1870847,臺南市,2012,0,FALSE,0,FALSE,NA,0,343761,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
78,5,0,0,1624606,20886,1645492,2161678,2744069,高雄市,2012,0,FALSE,0,FALSE,NA,0,684907,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
79,6,1,0,246274,5930,252204,346844,443447,宜蘭縣,2012,0,FALSE,0,FALSE,NA,0,178744,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
80,6,2,0,1075132,20454,1095586,1458179,1952261,桃園縣,2012,0,FALSE,0,FALSE,NA,0,765880,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
81,6,3,0,277903,4346,282249,368840,497670,新竹縣,2012,0,FALSE,0,FALSE,NA,0,192253,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
82,6,4,0,311786,7714,319500,426934,551263,苗栗縣,2012,0,FALSE,0,FALSE,NA,0,238581,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
83,6,5,0,716877,18249,735126,999591,1297950,彰化縣,2012,0,FALSE,0,FALSE,NA,0,578100,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
84,6,6,0,275014,4509,279523,390987,494438,南投縣,2012,0,FALSE,0,FALSE,NA,0,203398,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
85,6,7,0,379041,7414,386455,559728,711674,雲林縣,2012,0,FALSE,0,FALSE,NA,0,315050,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
86,6,8,0,303372,5987,309359,425927,532395,嘉義縣,2012,0,FALSE,0,FALSE,NA,0,245612,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
87,6,9,0,459664,7764,467428,640195,807450,屏東縣,2012,0,FALSE,0,FALSE,NA,0,373490,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
88,6,10,0,76170,1391,77561,118916,148509,臺東縣,2012,0,FALSE,0,FALSE,NA,0,56952,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
89,6,11,0,128731,3012,131743,197341,245918,花蓮縣,2012,0,FALSE,0,FALSE,NA,0,94201,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
90,6,12,0,44579,1003,45582,76972,96834,澎湖縣,2012,0,FALSE,0,FALSE,NA,0,38613,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
91,6,13,0,210321,3020,213341,294776,371209,基隆市,2012,0,FALSE,0,FALSE,NA,0,145930,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
92,6,14,0,228717,4822,233539,307851,416882,新竹市,2012,0,FALSE,0,FALSE,NA,0,163517,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
93,6,15,0,148171,2040,150211,203946,270632,嘉義市,2012,0,FALSE,0,FALSE,NA,0,113003,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
94,7,1,0,37729,1027,38756,81783,103335,金門縣,2012,0,FALSE,0,FALSE,NA,0,26564,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
95,7,2,0,5057,99,5156,7772,9977,連江縣,2012,0,FALSE,0,FALSE,NA,0,4388,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
96,0,0,0,12943139,227142,13170281,17625632,22704928,全國,2012,0,FALSE,0,FALSE,NA,0,9740896,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
