villID,mayoral,presidential,margin_pr
10004060016,61.454051637832244,71.0981089555559,16
10004060017,66.66400742998707,69.6847901324623,17
10004070001,90.42952234444992,78.01257612630093,7
10004070002,86.249991236825025,74.50124280481424,12
10004070003,81.83921465291236,76.01069779602052,8
10004070004,80.80711487501962,74.66504426685066,9
10004070005,73.15407996666721,73.54924790359689,12
10004070006,77.28976123498302,74.5872459225125,20
10004070007,82.85678999703218,75.1186284728349,8
10004070008,79.76793705603613,73.82975001336357,20
10004070009,73.62601265439106,75.51271215685948,11
10004070010,79.79107604711322,78.67000004264324,15
10004070011,71.69298554550664,76.88670353332284,17
10004070012,76.45958159333455,75.89024027292102,16
10004080001,75.66870590694165,72.44231409951011,8
10004080002,80.63313760019552,75.83772945820937,14
10004080003,77.68074541673889,69.66007523579489,13
10004080004,80.35105084377467,69.1235410637829,15
10004080005,81.38561314134041,76.51005022809115,13
10004080006,75.13066856697162,71.65798237852655,5
10004080007,77.67709499350242,73.8555522666889,17
10004080008,80.07909628186486,78.0291420589295,17
10004080009,77.91496412234197,75.86770265344686,6
10004080010,79.42365440629088,74.47526925646402,6
10004080011,81.11584263146396,77.01930669594107,7
10004090001,77.41997986524541,74.7982114763378,13
10004090002,76.60918170060307,74.50689893620569,8
10004090003,77.04447722568413,73.75703329270142,13
10004090004,77.28435115302085,71.38386853632598,26
10004090005,78.3481079339941,74.53134730680486,9
10004090006,81.13968950081315,77.56839578943368,10
10004090007,81.60663717109716,72.86413829500331,12
10004090008,80.21745919637152,75.02450787586562,13
10004090009,77.79046250749094,68.75391265088047,23
10004100001,68.65102497755731,73.92522143674029,12
10004100002,66.5396057329591,75.31742561927071,12
10004100003,70.39797461168631,72.28607618258283,13
10004100004,84.02382691411323,74.1287982085446,15
10004100005,87.73942333010594,77.52649024923853,9
10004100006,85.83538669391383,73.9675620689902,17
10004100007,77.76344661522776,76.25765972154021,13
10004100008,78.81533356824055,77.4700444398816,9
10004100009,88.43720088159475,76.92582775251428,16
10004100010,66.88564020932834,71.06447124959166,17
10004110001,83.2153694660477,77.22803237280412,9
10004110002,84.44554705889036,76.05468344916197,28
10004110003,84.82609565930073,72.86245741706338,19
10004110004,83.01628586971304,72.46332680952129,11
10004110005,79.51636952868095,75.41823085310149,28
10004110006,80.79114539926385,74.65457531299755,28
10004120001,78.72883767722311,67.65967402285888,5
10004120002,79.09722522574475,73.92131450026338,4
10004120003,78.08040729769517,68.2695995336195,3
10004120004,77.51504514033523,68.08205881237082,3
10004120005,79.09875066454013,68.5395561896193,3
10004120006,77.04325819328979,63.73262578241293,6
10004120007,77.71297251498052,59.95114331294406,7
10004130001,82.37584029962541,68.64380758345273,2
10004130002,83.89463713927726,67.2804085092565,7
10004130003,86.80793877977116,67.81717265517368,4
10004130004,83.01300467282618,65.71220782697631,6
10005010001,63.498840430433255,75.27321218021065,8
10005010002,64.48111516127977,75.67194997596546,5
10005010003,65.03749094355119,71.56679877009472,8
10005010004,65.84679769875918,75.19382468387711,5
10005010005,67.4649247586906,75.42776143187312,6
10005010006,68.88619613693004,74.61645871104565,6
10005010007,65.04869936370713,73.12569549186523,5
10005010008,71.38516480196283,75.12021105620347,8
10005010009,63.96993617929005,72.1656519445429,7
10005010010,67.72270513733132,73.62920285699175,11
10005010011,66.4715759464618,73.56827224670243,6
10005010012,69.94205475126012,74.79093996794622,12
10005010013,67.75674054050668,75.08992385862913,7
10005010014,72.5810379023243,74.34365660305158,11
10005010015,67.1291098563607,76.11108442728529,10
10005010016,64.33294018070745,74.678167591895,6
10005010017,67.10804551651522,75.44856275033324,7
10005010018,69.29377444443261,74.0471360191004,7
10005010019,66.27978835369917,73.43437817414069,7
10005010020,71.70453594309917,70.59284762064141,10
10005010021,66.99465253447468,74.47889237456988,7
10005010022,62.89063514473488,70.8512246993799,6
10005010023,64.98321463973056,72.49599135170085,7
10005010024,63.59496136717855,68.52725352787876,9
10005010025,67.54142307879242,72.1256358130302,7
10005010026,71.41962329882713,76.08381973407208,5
10005010027,70.20815058332298,70.13459756310729,9
10005010028,68.33305835873894,71.7614741474972,8
10005020001,69.14982906303509,72.38203195773835,31
10005020002,68.01037185052014,71.73191285331713,38
10005020003,75.18220365854955,73.16781802482058,45
10005020004,73.84547523537191,74.22818668932727,59
10005020005,73.84760752416688,73.7406522821713,69
10005020006,73.89247828674202,73.16164279180245,41
10005020007,71.68560927724072,68.88536279667306,58
10005020008,72.57587525376691,72.51603916179974,41
10005020009,68.86852754720107,74.43928496718954,34
10005020010,71.71268001780574,74.67445852939021,46
10005020011,74.67916089384747,69.61293078739052,58
10005020012,74.00150721608101,72.20235870207964,58
10005020013,70.05572166634066,72.6563150416862,31
10005020014,72.02498034472224,72.6491798141645,46
10005020015,72.92810377428091,72.94694165090743,34
10005020016,74.06676997918495,69.56623210308669,43
10005020017,76.45757496995962,72.72972649670965,36
10005020018,78.89069193417019,73.7441598338579,26
10005020019,74.38219066232891,72.53778947091962,42
10005020020,72.20897674873193,72.00213066452164,51
10005020021,72.6848839255452,70.26166547071449,29
10005020022,72.97819165362108,69.28174238893563,43
10005020023,76.1335958092823,68.12501286031014,48
10005020024,72.25204419621208,71.62110538993052,30
10005020025,75.33493949134758,72.00910014826334,38
10005030001,71.4644755958099,73.32817090329954,33
10005030002,72.32422148204124,75.0628535108832,27
10005030003,74.16506557642805,76.30833242337985,39
10005030004,77.19897368708374,70.79939021977538,30
10005030005,75.92845968951295,72.0113442306349,27
10005030006,71.69089599165528,69.41186345302839,27
10005030007,75.77428785366469,73.49663482848558,30
10005030008,71.7483244881535,68.34334506906099,38
10005030009,81.15978849409248,73.1366789129764,36
10005030010,71.59579853195144,69.01304096690578,33
10005030011,77.52765191519322,72.70845523191414,18
10005030012,76.72199878282417,71.2431922599191,20
10005030013,75.59891195948398,71.11224240469377,40
10005030014,72.35494902891016,71.46011799703975,21
10005030015,71.68121492420555,68.56045928871019,14
10005030016,71.44899890212203,69.44049692252432,6
10005030017,73.77495609202927,64.08713056685542,4
10005030018,73.70609947955666,67.21250363097302,21
10005030019,72.47610879145654,68.1432075310684,21
10005030020,69.11937809947156,68.96585942955623,64
10005030021,72.72009604678928,69.20997212688098,31
10005030022,67.58410779592398,68.43492520319336,21
10005030023,73.86499551232859,68.41122650669895,34
10005030024,66.6686013959788,69.27525674041269,27
10005040001,64.48260254563023,75.79540648368575,19
10005040002,65.29093040923159,77.3006421000485,23
10005040003,59.24907092861532,71.09843474617426,22
10005040004,61.10054225959993,75.672755650322,18
10005040005,66.09425674697596,76.0200136910105,18
10005040006,66.487034848931,74.91799416702361,23
10005040007,67.47942717386562,76.03422802556585,15
10005040008,65.61200277665861,70.16859591451993,19
10005040009,66.95595062330092,74.5808272535378,15
10005040010,60.44453576406409,71.21714856162608,15
10005040011,74.52990254686695,75.10411085999792,16
10005040012,69.09523903249428,75.72350354275076,20
10005040013,72.0312528680005,72.71855618689709,17
10005040014,74.64456089769816,73.28735875315468,18
10005040015,69.01484674863168,73.92579499765154,23
10005040016,68.43788524609371,72.32810430232104,22
10005040017,77.32346187565128,77.47697923828045,23
10005040018,67.4453661999046,70.72835879491188,10
10005040019,68.19534868242312,71.11750160132439,23
10005040020,71.66452273931097,73.8755573307653,18
10005040021,66.48102971266725,71.43912487420766,20
10005040022,74.46941595780845,76.6757187879726,35
10005040023,67.9102737200003,75.94763512368955,19
10005040024,71.76781586979456,73.0799510538592,15
10005040025,69.51246207291229,75.23718834260349,22
10005050001,68.9566251542108,71.0178961395695,5
10005050002,70.04013760203166,72.95096945483684,5
10005050003,68.2098741361066,72.31998551353765,6
10005050004,67.48702167938423,73.25816221580567,4
10005050005,64.09808247931339,72.49083452959425,7
10005050006,67.4558673425083,73.29736304251924,4
10005050007,73.0793503743317,72.50083255490101,10
10005050008,61.6854016525722,73.20339472921515,5
10005050009,67.08045416979475,75.42751445629432,5
10005050010,65.54450781146826,72.09141904661755,8
10005050011,53.933441997857614,60.608300050728815,7
10005050012,69.06133448234387,76.91080965189597,12
10005050013,61.41354989746713,73.412903048613245,5
10005050014,61.41629292034698,72.67442703116531,6
10005050015,66.65736969979673,75.52496965029076,10
10005050016,66.35174487351244,75.37066999643315,6
10005050017,60.992546637686814,72.29357644156866,6
10005050018,59.88079728103051,72.75499231946013,7
10005050019,76.34336261490695,72.3112663141579,14
10005050020,59.31930606396478,68.44794685683354,6
10005050021,67.29371135186925,70.81916274225888,7
10005050022,71.77308587931844,73.36722446578763,5
10005050023,71.92132200889093,72.05856507956939,4
10005050024,77.17476611507665,75.70466969333425,4
10005050025,73.41467866959263,71.79994238853419,4
10005050026,63.19808731381169,73.53525135621572,9
10005050027,64.86551830302768,69.83280805045018,6
10005050028,64.01684629578786,74.6286212621999,6
10005050029,64.09821754522349,73.32360229059391,5
10005050030,58.57708753123128,71.5924262979886,6
10005050031,66.01086926720383,73.68606155016762,8
10005050032,62.9867509407461,72.70527567089951,11
10005050033,65.56717618664521,73.39203675344564,7
10005060001,72.03276198551906,68.675645333891,16
