villID,mayoral,presidential,univ_pr
10004070012,77.05496378785128,75.89024027292102,65
10004080001,74.25462462241666,72.44231409951011,42
10004080002,81.18362452894826,75.83772945820937,41
10004080003,75.84651495050515,69.66007523579489,3
10004080004,78.44324293232867,69.1235410637829,18
10004080005,80.46077265318709,76.51005022809115,16
10004080006,75.8289142428625,71.65798237852655,17
10004080007,75.26049845733183,73.8555522666889,12
10004080008,78.13241040116503,78.0291420589295,15
10004080009,78.37571415736917,75.86770265344686,49
10004080010,78.73548160943632,74.47526925646402,36
10004080011,80.34359767641209,77.01930669594107,21
10004090001,76.40146301053781,74.7982114763378,48
10004090002,76.15063593004768,74.50689893620569,32
10004090003,76.55705400277739,73.75703329270142,33
10004090004,76.38280049378983,71.38386853632598,14
10004090005,78.39172711838246,74.53134730680486,22
10004090006,79.86317306523588,77.56839578943368,30
10004090007,80.93571064119281,72.86413829500331,28
10004090008,78.50800697637547,75.02450787586562,10
10004090009,75.83823613411778,68.75391265088047,13
10004100001,68.37215233764198,73.92522143674029,87
10004100002,68.33233891510272,75.31742561927071,97
10004100003,71.42610764617268,72.28607618258283,80
10004100004,83.87286821705426,74.1287982085446,24
10004100005,85.31516514591267,77.52649024923853,11
10004100006,83.46619479496911,73.9675620689902,15
10004100007,76.7554640404887,76.25765972154021,76
10004100008,78.22300035236081,77.4700444398816,71
10004100009,87.00733715856961,76.92582775251428,15
10004100010,66.98121490497749,71.06447124959166,89
10004110001,82.09682281304637,77.22803237280412,37
10004110002,83.31529252334292,76.05468344916197,28
10004110003,82.4558369078917,72.86245741706338,17
10004110004,81.54197266421869,72.46332680952129,24
10004110005,77.52618827994954,75.41823085310149,11
10004110006,78.97218522692347,74.65457531299755,17
10004120001,75.58483900741714,67.65967402285888,2
10004120002,77.51488545766475,73.92131450026338,13
10004120003,77.39694946122324,68.2695995336195,4
10004120004,77.51417844875789,68.08205881237082,1
10004120005,78.51176236044657,68.5395561896193,3
10004120006,76.75891714068095,63.73262578241293,2
10004120007,75.09973942239694,59.95114331294406,1
10004130001,82.98726377538046,68.64380758345273,2
10004130002,82.42694805194805,67.2804085092565,1
10004130003,84.88612913282955,67.81717265517368,1
10004130004,80.90547192151996,65.71220782697631,1
10005010001,63.498840430433255,75.27321218021065,86
10005010002,64.48111516127977,75.67194997596546,85
10005010003,65.03749094355119,71.56679877009472,80
10005010004,65.84679769875918,75.19382468387711,81
10005010005,67.4649247586906,75.42776143187312,74
10005010006,68.88619613693004,74.61645871104565,67
10005010007,65.04869936370713,73.12569549186523,77
10005010008,71.38516480196283,75.12021105620347,58
10005010009,63.96993617929005,72.1656519445429,71
10005010010,67.72270513733132,73.62920285699175,63
10005010011,66.4715759464618,73.56827224670243,61
10005010012,69.94205475126012,74.79093996794622,75
10005010013,67.75674054050668,75.08992385862913,71
10005010014,72.5810379023243,74.34365660305158,68
10005010015,67.1291098563607,76.11108442728529,90
10005010016,64.33294018070745,74.678167591895,83
10005010017,67.10804551651522,75.44856275033324,81
10005010018,69.29377444443261,74.0471360191004,66
10005010019,66.27978835369917,73.43437817414069,72
10005010020,71.70453594309917,70.59284762064141,27
10005010021,66.99465253447468,74.47889237456988,78
10005010022,62.89063514473488,70.8512246993799,73
10005010023,64.98321463973056,72.49599135170085,64
10005010024,63.59496136717855,68.52725352787876,47
10005010025,67.54142307879242,72.1256358130302,59
10005010026,71.41962329882713,76.08381973407208,80
10005010027,70.20815058332298,70.13459756310729,22
10005010028,68.33305835873894,71.7614741474972,55
10005020001,69.14982906303509,72.38203195773835,39
10005020002,68.01037185052014,71.73191285331713,75
10005020003,75.18220365854955,73.16781802482058,55
10005020004,73.84547523537191,74.22818668932727,30
10005020005,73.84760752416688,73.7406522821713,19
10005020006,73.89247828674202,73.16164279180245,38
10005020007,71.68560927724072,68.88536279667306,14
10005020008,72.57587525376691,72.51603916179974,28
10005020009,68.86852754720107,74.43928496718954,67
10005020010,71.71268001780574,74.67445852939021,38
10005020011,74.67916089384747,69.61293078739052,16
10005020012,74.00150721608101,72.20235870207964,17
10005020013,70.05572166634066,72.6563150416862,22
10005020014,72.02498034472224,72.6491798141645,42
10005020015,72.92810377428091,72.94694165090743,39
10005020016,74.06676997918495,69.56623210308669,27
10005020017,76.45757496995962,72.72972649670965,16
10005020018,78.89069193417019,73.7441598338579,14
10005020019,74.38219066232891,72.53778947091962,24
10005020020,72.20897674873193,72.00213066452164,23
10005020021,72.6848839255452,70.26166547071449,21
10005020022,72.97819165362108,69.28174238893563,21
10005020023,76.1335958092823,68.12501286031014,11
10005020024,72.25204419621208,71.62110538993052,27
10005020025,75.33493949134758,72.00910014826334,20
10005030001,71.4644755958099,73.32817090329954,56
10005030002,72.32422148204124,75.0628535108832,61
10005030003,74.16506557642805,76.30833242337985,56
10005030004,77.19897368708374,70.79939021977538,28
10005030005,75.92845968951295,72.0113442306349,15
10005030006,71.69089599165528,69.41186345302839,35
10005030007,75.77428785366469,73.49663482848558,17
10005030008,71.7483244881535,68.34334506906099,21
10005030009,81.15978849409248,73.1366789129764,17
10005030010,71.59579853195144,69.01304096690578,16
10005030011,77.52765191519322,72.70845523191414,16
10005030012,76.72199878282417,71.2431922599191,14
10005030013,75.59891195948398,71.11224240469377,19
10005030014,72.35494902891016,71.46011799703975,26
10005030015,71.68121492420555,68.56045928871019,11
10005030016,71.44899890212203,69.44049692252432,13
10005030017,73.77495609202927,64.08713056685542,4
10005030018,73.70609947955666,67.21250363097302,14
10005030019,72.47610879145654,68.1432075310684,24
10005030020,69.11937809947156,68.96585942955623,27
10005030021,72.72009604678928,69.20997212688098,30
10005030022,67.58410779592398,68.43492520319336,37
10005030023,73.86499551232859,68.41122650669895,22
10005030024,66.6686013959788,69.27525674041269,55
10005040001,64.48260254563023,75.79540648368575,90
10005040002,65.29093040923159,77.3006421000485,88
10005040003,59.24907092861532,71.09843474617426,81
10005040004,61.10054225959993,75.672755650322,89
10005040005,66.09425674697596,76.0200136910105,87
10005040006,66.487034848931,74.91799416702361,83
10005040007,67.47942717386562,76.03422802556585,82
10005040008,65.61200277665861,70.16859591451993,46
10005040009,66.95595062330092,74.5808272535378,67
10005040010,60.44453576406409,71.21714856162608,67
10005040011,74.52990254686695,75.10411085999792,70
10005040012,69.09523903249428,75.72350354275076,78
10005040013,72.0312528680005,72.71855618689709,53
10005040014,74.64456089769816,73.28735875315468,44
10005040015,69.01484674863168,73.92579499765154,73
10005040016,68.43788524609371,72.32810430232104,65
10005040017,77.32346187565128,77.47697923828045,53
10005040018,67.4453661999046,70.72835879491188,41
10005040019,68.19534868242312,71.11750160132439,56
10005040020,71.66452273931097,73.8755573307653,41
10005040021,66.48102971266725,71.43912487420766,57
10005040022,74.46941595780845,76.6757187879726,36
10005040023,67.9102737200003,75.94763512368955,83
10005040024,71.76781586979456,73.0799510538592,85
10005040025,69.51246207291229,75.23718834260349,74
10005050001,68.9566251542108,71.0178961395695,26
10005050002,70.04013760203166,72.95096945483684,37
10005050003,68.2098741361066,72.31998551353765,43
10005050004,67.48702167938423,73.25816221580567,43
10005050005,64.09808247931339,72.49083452959425,64
10005050006,67.4558673425083,73.29736304251924,48
10005050007,73.0793503743317,72.50083255490101,51
10005050008,61.6854016525722,73.20339472921515,69
10005050009,67.08045416979475,75.42751445629432,81
10005050010,65.54450781146826,72.09141904661755,54
10005050011,53.933441997857614,60.608300050728815,61
10005050012,69.06133448234387,76.91080965189597,70
10005050013,61.41354989746713,73.412903048613245,65
10005050014,61.41629292034698,72.67442703116531,72
10005050015,66.65736969979673,75.52496965029076,85
10005050016,66.35174487351244,75.37066999643315,80
10005050017,60.992546637686814,72.29357644156866,85
10005050018,59.88079728103051,72.75499231946013,73
10005050019,76.34336261490695,72.3112663141579,39
10005050020,59.31930606396478,68.44794685683354,36
10005050021,67.29371135186925,70.81916274225888,48
10005050022,71.77308587931844,73.36722446578763,51
10005050023,71.92132200889093,72.05856507956939,38
10005050024,77.17476611507665,75.70466969333425,39
10005050025,73.41467866959263,71.79994238853419,30
10005050026,63.19808731381169,73.53525135621572,72
10005050027,64.86551830302768,69.83280805045018,47
10005050028,64.01684629578786,74.6286212621999,82
10005050029,64.09821754522349,73.32360229059391,73
10005050030,58.57708753123128,71.5924262979886,76
10005050031,66.01086926720383,73.68606155016762,81
10005050032,62.9867509407461,72.70527567089951,91
10005050033,65.56717618664521,73.39203675344564,93
10005060001,72.03276198551906,68.675645333891,38
10005060002,74.1749647341431,75.38401195668901,64
